"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060986","endocrine hormone secretion","9/250","56/15314",0.160714285714286,9.84471428571429,8.54198901528093,2.76780615899933e-07,0.000822299239504673,0.000702452001308635,"LEP/INHA/INHBA/APLN/CGA/BMP6/AQP1/HCAR2/POMC",9
"GO:0036293","response to decreased oxygen levels","19/250","300/15314",0.0633333333333333,3.87954666666667,6.48883207102817,5.04787746780033e-07,0.000822299239504673,0.000702452001308635,"LEP/ENG/INHBA/HK2/PLOD2/ANG/AQP1/ERO1A/NDRG1/EGLN3/VCAM1/AK4/PIK3CB/VEGFA/HILPDA/ASCL2/SLC1A1/NOS2/SFRP1",19
"GO:0001666","response to hypoxia","18/250","287/15314",0.0627177700348432,3.84183972125436,6.2608655489502,1.17018483629374e-06,0.00113951927031601,0.000973438322094774,"LEP/ENG/INHBA/HK2/PLOD2/ANG/AQP1/ERO1A/NDRG1/EGLN3/VCAM1/AK4/PIK3CB/VEGFA/HILPDA/ASCL2/NOS2/SFRP1",18
"GO:0070482","response to oxygen levels","19/250","321/15314",0.059190031152648,3.6257445482866,6.12478305527397,1.39904146140701e-06,0.00113951927031601,0.000973438322094774,"LEP/ENG/INHBA/HK2/PLOD2/ANG/AQP1/ERO1A/NDRG1/EGLN3/VCAM1/AK4/PIK3CB/VEGFA/HILPDA/ASCL2/SLC1A1/NOS2/SFRP1",19
"GO:0050886","endocrine process","10/250","98/15314",0.102040816326531,6.25061224489796,6.71742346786038,4.46471735173088e-06,0.00290920982638784,0.00248520266904768,"LEP/INHA/INHBA/APLN/CGA/MME/BMP6/AQP1/HCAR2/POMC",10
"GO:0008585","female gonad development","10/250","106/15314",0.0943396226415094,5.7788679245283,6.36021652270316,9.05944093071086e-06,0.004919276425376,0.00420230909136834,"LEP/INHA/INHBA/CGA/ANG/KIT/VEGFA/NRIP1/SFRP1/NR5A2",10
"GO:0046545","development of primary female sexual characteristics","10/250","110/15314",0.0909090909090909,5.56872727272727,6.19501893460464,1.25989636130437e-05,0.00586391763589946,0.00500927214930638,"LEP/INHA/INHBA/CGA/ANG/KIT/VEGFA/NRIP1/SFRP1/NR5A2",10
"GO:0046660","female sex differentiation","10/250","124/15314",0.0806451612903226,4.94,5.67489943206084,3.59134626214661e-05,0.0146257576525921,0.0124941046277837,"LEP/INHA/INHBA/CGA/ANG/KIT/VEGFA/NRIP1/SFRP1/NR5A2",10
"GO:0044060","regulation of endocrine process","6/250","42/15314",0.142857142857143,8.75085714285714,6.47972257169141,5.71385554388792e-05,0.0186595690339439,0.0159400021084125,"LEP/INHA/INHBA/APLN/BMP6/POMC",6
"GO:0001541","ovarian follicle development","7/250","61/15314",0.114754098360656,7.02937704918033,6.0784061824316,5.84800673102212e-05,0.0186595690339439,0.0159400021084125,"INHA/INHBA/CGA/ANG/KIT/VEGFA/NR5A2",7
"GO:0006935","chemotaxis","19/250","421/15314",0.0451306413301663,2.76452256532066,4.72941214068579,6.45323238184679e-05,0.0186595690339439,0.0159400021084125,"BIN2/FLT1/ENG/TPBG/DUSP1/FGF7/KIT/ARTN/VCAM1/L1CAM/TREM1/PIK3CB/VEGFA/SEMA4C/SLAMF1/SERPINE1/CXCL8/CX3CR1/CXCR6",19
"GO:0042330","taxis","19/250","423/15314",0.0449172576832151,2.75145153664303,4.70583145873724,6.87276944159996e-05,0.0186595690339439,0.0159400021084125,"BIN2/FLT1/ENG/TPBG/DUSP1/FGF7/KIT/ARTN/VCAM1/L1CAM/TREM1/PIK3CB/VEGFA/SEMA4C/SLAMF1/SERPINE1/CXCL8/CX3CR1/CXCR6",19
