"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GREM2",624.057754981891,1.78882709923941,0.278699673433188,3.83701864627395e-12,2.22847369899685e-09
"DIO2",727.543206034278,3.96717384948311,0.63781090682718,5.84031355818634e-12,3.14106315299678e-09
"ERRFI1",6315.67497681652,1.71047870420935,0.268803315100124,5.87861796862701e-12,3.14106315299678e-09
"ATP6V0E1",1038.1993092968,0.713459186661161,0.111367032048931,9.76310278161833e-12,4.83020470210584e-09
"MYO7B",368.622295191887,2.55751065267477,0.410709681698195,9.45687441981141e-12,4.83020470210584e-09
"RNASE4",48.2738286405398,1.73814408569159,0.273055091315797,1.07153258716408e-11,5.11197582119208e-09
"AMD1",3766.70770463285,0.855606336907874,0.134861364727185,1.18497956756138e-11,5.4582610563741e-09
"TFCP2L1",504.221839066924,-0.970376805640969,0.151676018897561,1.33169452343885e-11,5.92959181469872e-09
"INHBA",12877.5164763362,2.04260046171758,0.334441179714885,2.75732909302653e-11,1.18814200079511e-08
"ADAM9",2171.5250269509,0.891751812481968,0.144592665552098,3.46183626207591e-11,1.44510027465031e-08
"GLA",316.172399213205,1.05489444042535,0.172523835372913,4.4365265460788e-11,1.75880770590384e-08
"TOR1B",350.263973589224,0.750826911298676,0.121710686844952,4.47667779613195e-11,1.75880770590384e-08
"TMEM59",3879.17409401685,0.779972249348168,0.126619430010146,5.53586303210979e-11,2.1128016680835e-08
"TMEM45A",347.484878460517,2.53516200087187,0.430347674708446,7.80459446454146e-11,2.89593813492625e-08
"CDKN1B",809.370572277673,0.504571303692531,0.0819592641927325,8.35990559291953e-11,3.01815186243836e-08
"GALE",700.27414378719,0.895090471987656,0.14988789307222,1.21840706018585e-10,4.28302144999014e-08
"C10orf90",39.4317694149544,2.1655409002584,0.36502848540998,1.39689151028209e-10,4.78453251137132e-08
"COL17A1",2699.76025224848,3.27059903125463,0.569219483471829,1.51329460346257e-10,5.05364732826325e-08
"ADAM2",37.7838391527642,4.00091101437768,0.690508201061655,1.99406097838579e-10,6.34206346411365e-08
"ZBTB39",193.016799075984,-0.619953048030428,0.103351258410402,1.97813335010774e-10,6.34206346411365e-08
"AIF1L",619.331450353945,1.30721388522359,0.224636363769313,2.10748968795303e-10,6.54694122132015e-08
"CST6",94.1996594692554,2.87502907157299,0.503036329144856,2.17588018498408e-10,6.60577443432212e-08
"BTNL9",327.503203544148,2.48343608697376,0.435108020614203,2.36088974604278e-10,7.00817005058653e-08
"RASEF",452.151910311857,2.03512277330118,0.357248667112004,2.88498355896906e-10,8.37774138711058e-08
"PHYHIP",174.378589549629,2.17200693734958,0.382087837857475,3.20794509655622e-10,9.11738948931871e-08
"PPP1R1C",49.953152038203,2.65012807914185,0.466011449711487,3.51095666842174e-10,9.5712977911791e-08
